cluster_id,normalized_english,row_index,english,garo,confidence,category,pos,classifier,duplicate_kind,notes
"92","come here","204","come here","Ianona re·babo.","superseded","travel","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'come here' has VERIFIED/HIGH form(s) ['Ianona re·babo!']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"92","come here","2651","Come here","Ianona re·babo!","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"93","sweet","207","sweet","Chi·a","superseded","food","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'sweet' has VERIFIED/HIGH form(s) ['chi·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"93","sweet","3093","Sweet","chi·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"94","sour","208","sour","Mesenga","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'sour' has VERIFIED/HIGH form(s) ['me·seng·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"94","sour","3064","Sour","me·seng·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"95","bitter","209","bitter","Ka·a","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'bitter' has VERIFIED/HIGH form(s) ['ka·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"95","bitter","2585","Bitter","ka·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"96","spicy","212","spicy","Jal·ik saa","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'spicy' has VERIFIED/HIGH form(s) ['jroa']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"96","spicy","3067","Spicy","jroa","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH CORRECTED 2026-07-25 (direct native answer): no raka (was jro·a, now jroa). Confirmed accurate: refers to the burning/spicy sensation specifically (e.g. 'Ku'sik jroenga' = the mouth is burning, from chili) - this is exactly the right sense for this headword. Homonym with jroa='to swim' (unrelated word, same spelling)."
"97","to roll","221","to roll","Romroma","unverified","general","","","multiple-Garo candidate group",""
"97","to roll","7025","To roll","A·dubeko romroma","ocr_flagged","","vt.","","multiple-Garo candidate group","[OCR-flagged for review: ocr_confidence=Medium] Entry cut off at the bottom of the page."
"98","open","237","open","Oa","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"98","open","2902","Open","bal·ang·ga","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'open' is 'Oa'. Retained per citation discipline, not deleted."
"98","open","2903","Open","king·kil·ak·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'open' is 'Oa'. Retained per citation discipline, not deleted."
"98","open","2904","Open","king·tal·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'open' is 'Oa'. Retained per citation discipline, not deleted."
"99","close","238","close","Chip·a","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"99","close","2639","Close","grim","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'close' is 'Chip-a'. Retained per citation discipline, not deleted."
"99","close","2640","Close","ket·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'close' is 'Chip-a'. Retained per citation discipline, not deleted."
"99","close","2641","Close","mit·chu·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'close' is 'Chip-a'. Retained per citation discipline, not deleted."
"99","close","6164","close","grip·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:grim / ket-a / mit-chu-a"
"100","push","239","push","Jitpaka","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'push' has VERIFIED/HIGH form(s) ['Jit·pak·a', 'pa·jret·a', 'sik·do·a', 'sik·do·do·a', 'sik·pak·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"100","push","2967","Push","Jit·pak·a","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Jitpaka / sik-do-a / sik-pak-a"
"100","push","2968","Push","sik·do·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"100","push","2969","Push","sik·pak·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"100","push","6170","push","pa·jret·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:sik-do-a / sik-do-do-a / sik-pak-a"
"100","push","6171","push","sik·do·do·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"101","throw","243","throw","Goata / Gal·a","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'throw' has VERIFIED/HIGH form(s) ['Gal·a', 'Gal·a / Goata', 'Goata', 'go·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"101","throw","3121","Throw","Gal·a / Goata","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Goata / Gal-a / go-a"
"101","throw","3122","Throw","Goata","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"101","throw","3123","Throw","Gal·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"101","throw","3124","Throw","go·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"102","catch","244","catch","Rim·a","superseded","general","","","multiple-Garo candidate group","SUPERSEDED (duplicate row) — native relay NV-080 (2026-08-17): same word as the now-VERIFIED 'rim·a' row for 'catch', differs only in capitalization/spelling. Retained per citation discipline, not deleted, but not a second independent candidate."
"102","catch","2617","Catch","ra·chak·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'catch' is 'rim·a'. Retained per citation discipline, not deleted."
"102","catch","2618","Catch","rim·a","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"102","catch","2619","Catch","rim·chak·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'catch' is 'rim·a'. Retained per citation discipline, not deleted."
"103","wash","245","wash","Su·srong·a","unverified","general","","","multiple-Garo candidate group",""
"103","wash","2520","wash","Su·gala","unverified","verbs","","","multiple-Garo candidate group",""
"103","wash","9234","wash","Su·sranga","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md) — flagged, not asserted as a correction: likely the same word as existing 'Su·srong·a' (orthography drift), but per the relay table's own caution this needs Claude A confirmation rather than an assumed supersession; both retained."
"104","clean","246","clean","Rongtala","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'clean' has VERIFIED/HIGH form(s) ['Rongtal·ata', 'chi·rong·a', 'po·ri·skar', 'tal·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"104","clean","2631","Clean","Rongtal·ata","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:chi-rong-a / po-ri-skar / tal-a"
"104","clean","2632","Clean","chi·rong·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"104","clean","2633","Clean","po·ri·skar","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"104","clean","2634","Clean","tal·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"105","moon","248","moon","Jajong","superseded","nature","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'moon' has VERIFIED/HIGH form(s) ['ja·jong']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"105","moon","2870","Moon","ja·jong","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"106","star","249","star","Aski","superseded","nature","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'star' has VERIFIED/HIGH form(s) ['a·sek·ki']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"106","star","3073","Star","a·sek·ki","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"107","sky","250","sky","Salgi","superseded","nature","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'sky' has VERIFIED/HIGH form(s) ['sil·ga']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"107","sky","3035","Sky","sil·ga","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"108","rain","252","rain","Mikka","superseded","nature","","","multiple-Garo candidate group","SUPERSEDED (duplicate row) — native relay NV-080 (2026-08-17): same word as the now-VERIFIED 'mik·ka' row for 'rain', differs only in capitalization/spelling. Retained per citation discipline, not deleted, but not a second independent candidate."
"108","rain","2977","Rain","ba·du·ri·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'rain' is 'mik·ka'. Retained per citation discipline, not deleted."
"108","rain","2978","Rain","mik·ka","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"108","rain","2979","Rain","wa·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'rain' is 'mik·ka'. Retained per citation discipline, not deleted."
"109","wind","253","wind","Balwa","superseded","nature","","","multiple-Garo candidate group","SUPERSEDED (duplicate row) — native relay NV-080 (2026-08-17): same word as the now-VERIFIED 'bal·wa' row for 'wind', differs only in capitalization/spelling. Retained per citation discipline, not deleted, but not a second independent candidate."
"109","wind","3179","Wind","bal·wa","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"109","wind","3180","Wind","wen·a wen·wen·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'wind' is 'bal·wa'. Retained per citation discipline, not deleted."
"110","thunder","254","thunder","Goera","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"110","thunder","3126","Thunder","gul·gul·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'thunder' is 'Goera'. Retained per citation discipline, not deleted."
"110","thunder","3127","Thunder","hil·hil·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'thunder' is 'Goera'. Retained per citation discipline, not deleted."
"110","thunder","3128","Thunder","kim·pret·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'thunder' is 'Goera'. Retained per citation discipline, not deleted."
"111","lightning","255","lightning","Mikka·kimma","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'lightning' has VERIFIED/HIGH form(s) ['el·ep·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"111","lightning","2847","Lightning","el·ep·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"112","fire","256","fire","Wa·al","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'fire' is 'wal·'. Retained per citation discipline, not deleted."
"112","fire","2734","Fire","a·gal","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'fire' is 'wal·'. Retained per citation discipline, not deleted."
"112","fire","2735","Fire","wal·","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"113","stone","259","stone","Ro·ong","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'stone' has VERIFIED/HIGH form(s) ['rong·te']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"113","stone","3082","Stone","rong·te","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"114","sand","260","sand","An·cheng","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'sand' has VERIFIED/HIGH form(s) ['han·cheng']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"114","sand","3008","Sand","han·cheng","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"115","river","261","river","Chibima","superseded","nature","","","multiple-Garo candidate group","SUPERSEDED (duplicate row) — native relay NV-080 (2026-08-17): same word as the now-VERIFIED 'chi·bi·ma' row for 'river', differs only in capitalization/spelling. Retained per citation discipline, not deleted, but not a second independent candidate."
"115","river","2991","River","chi·bi·ma","verified_high","travel","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"115","river","2992","River","gang","superseded","travel","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'river' is 'chi·bi·ma'. Retained per citation discipline, not deleted."
"115","river","2993","River","no·di","superseded","travel","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'river' is 'chi·bi·ma'. Retained per citation discipline, not deleted."
"116","mountain","262","mountain","A·bri","superseded","nature","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'mountain' is 'ha·bri'. Retained per citation discipline, not deleted."
"116","mountain","2876","Mountain","ha·bri","verified_high","travel","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"116","mountain","2877","Mountain","ha·chik","superseded","travel","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'mountain' is 'ha·bri'. Retained per citation discipline, not deleted."
"117","forest","263","forest","Buring","verified_high","nature","","","multiple-Garo candidate group","VERIFIED/HIGH — confirmed via lean_garo_thangseng_reconciliation_v2 follow-up (2026-09-07, direct Thangseng confirmation via Project Owner): forest = Buring. Was wrongly SUPERSEDED by a typo'd duplicate ('bring', now deleted); also resolves the forest/mongma collision flagged as open_adjudication."
"117","forest","7183","forest","Burung","superseded","","n.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'forest' has VERIFIED/HIGH form(s) ['bring']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"117","forest","7184","forest","Burung·bolgrim","superseded","","n.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'forest' has VERIFIED/HIGH form(s) ['bring']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"117","forest","7185","forest","Burungni","superseded","","adj.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'forest' has VERIFIED/HIGH form(s) ['bring']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"118","tree","264","tree","Bol","verified_high","nature","","","multiple-Garo candidate group","VERIFIED/HIGH — root corrected 2026-08-12 (direct Project Owner input): 'Bol' is the generic word for 'tree' ('Bol panggni'='two trees'). Previously marked SUPERSEDED in the 2026-08-01 audit in favor of a'bil, which the Project Owner has now clarified names a *specific* tree species, not the generic word — see the a'bil entry's updated notes. This was the entry that 2026-08-01's audit note pointed away from; the pointer direction is now reversed."
"118","tree","3138","Tree","bi·pang","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"118","tree","3139","Tree","bol·bi·pang","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"118","tree","3140","Tree","bol·pang","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"118","tree","6437","tree","a'bil","","animals","","","multiple-Garo candidate group","NOT the generic word for 'tree' — corrected 2026-08-12 (direct Project Owner input). Original note 'VERIFIED/HIGH/doc7' verified only that this is real Garo, not that it maps to generic 'tree'; it in fact names a *specific* tree species. The generic root is 'Bol' — see that entry. This mislabeling is what led Claude A's 2026-08-11 counting-formula work (session commit b263902) to build the tree 1-20 counting set on the wrong root; corrected same day it was found, 2026-08-12."
"119","leaf","266","leaf","Bijak","superseded","nature","","","multiple-Garo candidate group","SUPERSEDED (duplicate row) — native relay NV-080 (2026-08-17): same word as the now-VERIFIED 'bi·jak' row for 'leaf', differs only in capitalization/spelling. Retained per citation discipline, not deleted, but not a second independent candidate."
"119","leaf","2833","Leaf","bi·jak","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"119","leaf","2834","Leaf","bol·bi·jak","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH (alternate) — reopened and corrected by NV-145 (2026-09-06 evening, direct Thangseng relay): this same-session citation confirms 'bol bijak' (tree+leaf compound) as a genuine alternate form for singular 'leaf', existing alongside 'bijak' rather than being a rejected candidate. 'bi·jak'/'bijak' stays primary per this same relay. Supersedes this row's prior NV-080 framing ('not selected'), which is now understood to have been a primary-selection choice, not a rejection of validity."
"120","it is raining","267","it is raining","Mikka ring·a","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'it is raining' has VERIFIED/HIGH form(s) ['Mikka wabenga']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"120","it is raining","6504","It is raining","Mikka wabenga","verified_high","phrases","","","multiple-Garo candidate group","VERIFIED/HIGH/200sentences"
"121","it is cold","269","it is cold","Sin·a","superseded","health","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'it is cold' has VERIFIED/HIGH form(s) ['Sikkimba']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"121","it is cold","6503","It is cold","Sikkimba","verified_high","phrases","","","multiple-Garo candidate group","VERIFIED/HIGH/200sentences"
"122","flood","271","flood","Mikka·brimba","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"122","flood","2738","Flood","du·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'flood' is 'Mikka-brimba'. Retained per citation discipline, not deleted."
"122","flood","2739","Flood","rip·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'flood' is 'Mikka-brimba'. Retained per citation discipline, not deleted."
"123","earthquake","273","earthquake","A·a·moa","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'earthquake' has VERIFIED/HIGH form(s) [""a'a banggri·a""]. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"123","earthquake","2498","earthquake","Banggria","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'earthquake' has VERIFIED/HIGH form(s) [""a'a banggri·a""]. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"123","earthquake","6231","earthquake","a'a banggri·a","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH/doc7"
"124","door","279","door","Do·ga","superseded","home","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'door' has VERIFIED/HIGH form(s) ['do·oga']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"124","door","2691","Door","do·oga","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"125","window","280","window","Kelki","superseded","home","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'window' has VERIFIED/HIGH form(s) ['ja·na·la']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"125","window","3181","Window","ja·na·la","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"126","chair","282","chair","Chokki","superseded","home","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'chair' has VERIFIED/HIGH form(s) ['chi·er']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"126","chair","2621","Chair","chi·er","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"127","table","283","table","Mez","superseded","home","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'table' has VERIFIED/HIGH form(s) ['te·bil']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"127","table","3098","Table","te·bil","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"128","plate","284","plate","Tala","superseded","home","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'plate' has VERIFIED/HIGH form(s) ['rang·tal']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"128","plate","2937","Plate","rang·tal","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"129","cup","285","cup","Cup","superseded","home","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'cup' has VERIFIED/HIGH form(s) ['Piala', 'kap']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"129","cup","2666","Cup","Piala","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Cup / kap"
"129","cup","2667","Cup","kap","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"130","spoon","286","spoon","Chamus","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'spoon' has VERIFIED/HIGH form(s) ['cha·mos']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"130","spoon","3069","Spoon","cha·mos","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"131","knife","287","knife","Kettal","verified_high","home","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"131","knife","2818","Knife","chak·ku","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'knife' is 'Kettal'. Retained per citation discipline, not deleted."
"131","knife","2819","Knife","chu·ri","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'knife' is 'Kettal'. Retained per citation discipline, not deleted."
"132","pot","288","pot","Me.dik","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'pot' has VERIFIED/HIGH form(s) ['Dik·ke', 'dik·te', 'gim·bi']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"132","pot","2947","Pot","Dik·ke","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Me.dik / dik-te / gim-bi"
"132","pot","2948","Pot","dik·te","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"132","pot","2949","Pot","gim·bi","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"133","broom","289","broom","Sal·re·at","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'broom' has VERIFIED/HIGH form(s) ['sal·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"133","broom","2605","Broom","sal·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"134","clothes","290","clothes","Ba·ra","superseded","general","","","multiple-Garo candidate group","SUPERSEDED (duplicate row) — native relay NV-080 (2026-08-17): same word as the now-VERIFIED 'ba·ra' row for 'clothes', differs only in capitalization/spelling. Retained per citation discipline, not deleted, but not a second independent candidate."
"134","clothes","2644","Clothes","ba·ra","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
